meta_dataset,meta_processing_version,meta_source_filename,meta_original_data_row,meta_row_id,meta_row_sha256,meta_duplicate_group_id,meta_is_in_duplicate_group,meta_is_duplicate_beyond_first,meta_primary_source_id,meta_sensitivity_source_id,reference,doi,final_alginate_conc_pctw_or_v,final_gelatin_conc_pctw_or_v,final_gelma_conc_pctw_or_v,final_hyaluronic_acid_conc_pctw_or_v,final_meha_conc_pctw_or_v,final_norha_conc_pctw_or_v,final_fibroin_or_fibrinogen_concentration_pct_wv,final_p127_conc_pctw_or_v,final_collagen_conc_pctw_or_v,final_chitosan_conc_pctw_or_v,final_cs_aema_conc_pctw_or_v,final_tcp_conc_pctw_or_v,final_gellan_conc_pctw_or_v,final_nano_or_methylcellulose_concentration_pct_wv,final_pegta_conc_pctw_or_v,final_pegma_conc_pctw_or_v,final_pegda_conc_pctw_or_v,final_agarose_conc_pctw_or_v,cacl2_conc_mm,source_nacl2_concentration_mm,bacl2_conc_mm,srcl2_conc_mm,physical_crosslinking_duration_s,photocrosslinking_duration_s,extrusion_pressure_kpa,extrusion_rate_lengthwise_mm_or_s,extrusion_rate_volume_wise_ml_or_s,nozzle_movement_speed_mm_or_s,inner_nozzle_outer_diameter_um,outer_nozzle_inner_diameter_um,fiber_diameter_um__annotation,fiber_diameter_um,fiber_spacing_um,cell_density_cells_or_ml,syringe_temperature_degc,substrate_temperature_degc,days_observed,cell_culture_medium_used,di_water_used,precrosslinking_solution_used,saline_solution_used,etoh_solution_used,photoinitiator_used,enzymatic_crosslinker_used,matrigel_used,conical_or_straight_nozzle,primary_or_not_primary,cell_viability_percent,acceptable_viability_yes_or_no,acceptable_pressure_yes_or_no,meta_included_in_primary,meta_primary_exclusion_reason
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,292,CV-0291-14c056824a11,14c056824a1135fd9e88e9f8ec774929ddc19cb95bb497461b72cf94e5fd0eb8,,False,False,doi:10.1007/s10856-019-6258-2,ref:moncal et al 2019,Moncal et al. 2019,10.1007/s10856-019-6258-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,67.5,,,3.33,0.0,337.0,,462.0,500.0,10000000.0,44.0,37.0,0.0,no,no,no,no,no,no,no,no,straight,primary,93.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,293,CV-0292-43a5d0e227c9,43a5d0e227c9385f3ea90305021477e3c3445fbf683fd9d665d6fd02f908d64d,,False,False,doi:10.1007/s10856-019-6258-2,ref:moncal et al 2019,Moncal et al. 2019,10.1007/s10856-019-6258-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,67.5,,,3.33,0.0,337.0,,462.0,500.0,10000000.0,44.0,37.0,0.0,no,no,no,no,no,no,no,no,straight,primary,87.6,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,294,CV-0293-31f80b4f8c20,31f80b4f8c208566454d421822a6f5983b80655c9dc8c168193cf4b5d5b46748,,False,False,doi:10.1007/s10856-019-6258-2,ref:moncal et al 2019,Moncal et al. 2019,10.1007/s10856-019-6258-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,67.5,,,3.33,0.0,337.0,,462.0,500.0,10000000.0,44.0,37.0,0.0,no,no,no,no,no,no,no,no,straight,primary,84.8,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,295,CV-0294-d60f0d245e4c,d60f0d245e4c8c3c4f78ff08afb9bc45e10dfa43ad7de35eb72ce07190e0dc6a,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,1.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,94.8,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,296,CV-0295-2f68a1b116fc,2f68a1b116fc1f5a001287fdd047e514d47cc16a89623c717c2e0f39cd4aa27b,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,4.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,95.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,297,CV-0296-886225804417,88622580441745165c9445c0f66c7b2582137b3fdc01d0a17a984a90559e3dbb,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,7.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,95.9,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,298,CV-0297-2d6e4fb5c80c,2d6e4fb5c80cdbba5328ead236a7a49d745a65664422ef65c8db6ddee718b0c6,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,1.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,94.9,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,299,CV-0298-069087917796,069087917796e5be48f46be54751b39992c270a784605d6a3009ed4bc8aa2c6a,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,4.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,93.8,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,300,CV-0299-3898aafdf105,3898aafdf105f152023cc8b1206aa6f6b68982aa36c7526be9e256b8edcfbd99,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,7.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,90.9,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,301,CV-0300-56fcc6fd92f7,56fcc6fd92f7035684ecd4abd90ab695de33479b3411b57dd80e0ada2d960abe,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,1.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,90.5,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,302,CV-0301-4d2d236c281b,4d2d236c281b68de7fcb0931382972fb96294d45cbb46036ec12c8bc7f65162f,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,4.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,90.9,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,303,CV-0302-ed00ba44e289,ed00ba44e28978b61cfbea00f378061bfba9534755021f77f5060bbacad52386,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1000.0,0.0,6000000.0,,37.0,7.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,93.1,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,304,CV-0303-4330021d82dc,4330021d82dcad8ee03dd16d4d9aec4b65082acc70f6c068399ecf40d93672fe,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1174.605,0.0,6000000.0,,37.0,1.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,94.2,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,305,CV-0304-fa9a13149ac2,fa9a13149ac22c3384644b5ea0808d149f4d0eab707acffed7900bece2616551,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1185.569,0.0,6000000.0,,37.0,5.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,66.4,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,306,CV-0305-51f52037ea0e,51f52037ea0e3dbfe7cb9311eb25a2303790162e6bacefa1e825880d28f3696c,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1974.411,0.0,6000000.0,,37.0,10.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,34.6,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,307,CV-0306-3c08e3a84e26,3c08e3a84e26a8fc89cebae41415e6dea88b9c5bdd2289b83fe13b0f02c1cb96,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1347.79,0.0,6000000.0,,37.0,1.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,95.2,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,308,CV-0307-141f14bf95a3,141f14bf95a333050cc48b908be4035357776a5a26ddf7a56bc83f8dc70fff57,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,(day 7),1430.34,0.0,6000000.0,,37.0,5.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,88.4,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,309,CV-0308-27e7bf39da20,27e7bf39da204a39d236e3cf4c5a23afa8fba4cf731b9da0246bd86831c5337f,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1215.505,0.0,6000000.0,,37.0,10.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,74.7,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,310,CV-0309-41f08261a122,41f08261a122f5aacf4eccb2a66b3a3a5afcbd9073cc66376e93c1e1c2fa3328,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1319.245,0.0,6000000.0,,37.0,1.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,93.2,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,311,CV-0310-5d07ccc8df6b,5d07ccc8df6b3b5a617ce9a6f39b3567bdbe3971cbaadc5707a88c1a8e222d81,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,(day 7),1385.098,0.0,6000000.0,,37.0,5.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,89.1,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,312,CV-0311-68dba94de7da,68dba94de7da03a3d6fa6085b0a100702e0821dcfa1cbca21ff821953a485253,,False,False,doi:10.1002/smll.201905505,ref:kang et al 2020,Kang et al. 2020,10.1002/smll.201905505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.67,,,0.0,500.0,,1210.715,0.0,6000000.0,,37.0,10.0,yes,yes,no,yes,no,no,no,no,conical,not_primary,83.3,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,313,CV-0312-a194051fdd0a,a194051fdd0aadf43615f033da6b381f4b87a65efa7d3cf0a5b4a040d4c8022f,,False,False,doi:10.1002/adfm.201700798,ref:gao et al 2017,Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,5.0,,,,1067.0,1327.0,,1240.192,0.0,10000000.0,,22.0,0.0,no,yes,no,yes,no,no,no,no,straight,primary,80.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,314,CV-0313-9c96096ee189,9c96096ee189998e0f74519d1b33536ed88413f7995f57f34d0473b3b2cbe5e5,,False,False,doi:10.1002/adfm.201700798,ref:gao et al 2017,Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,5.0,,,,1067.0,1327.0,,1059.551,0.0,10000000.0,,22.0,1.0,no,yes,no,yes,no,no,no,no,straight,primary,90.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,315,CV-0314-3fac911bbc71,3fac911bbc71cecb1d4648a08cfde5ba007add9b06a6f0ef92359a1e598c00e2,,False,False,doi:10.1002/adfm.201700798,ref:gao et al 2017,Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,5.0,,,,1067.0,1327.0,,1274.433,0.0,10000000.0,,22.0,4.0,no,yes,no,yes,no,no,no,no,straight,primary,90.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,316,CV-0315-804c06c15918,804c06c1591807bfac18c1f9b990acb0541324c6ac2e92c21667a698a2d76d16,,False,False,doi:10.1002/adfm.201700798,ref:gao et al 2017,Gao et al .2017,10.1002/adfm.201700798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,5.0,,,,1067.0,1327.0,,1315.53,0.0,10000000.0,,22.0,7.0,no,yes,no,yes,no,no,no,no,straight,primary,90.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,317,CV-0316-208ed4c22757,208ed4c22757295df29106510d2fed2aedecce65b49268be0c44e9193fdb0f18,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,0.0,1190.0,(assumed due to no info),1190.0,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,72.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,318,CV-0317-925f79500253,925f79500253385240a92d07416a305c6286d746b45e1d2a229ffc707e2e57ba,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,68.95,,0.0333,,0.0,1190.0,,1190.0,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,61.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,319,CV-0318-e8f056b7baec,e8f056b7baeca1828cb6e1bc6b7abc5c0bce77529804398ffc38a552a34886b6,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,137.9,,0.0333,,0.0,1190.0,,1190.0,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,43.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,320,CV-0319-a6881ed428ee,a6881ed428eea700f59fbcfb7927b88a618c3035be190ac4439eb8fc9cd23602,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,0.0,1190.0,,1190.0,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,89.0,yes,yes,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,321,CV-0320-be9a5ecc79c6,be9a5ecc79c64ed632c9478d0176ef9c669885029e37ec63ed795398bc3d14dc,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,0.0,1190.0,,1190.0,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,68.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,322,CV-0321-d54dd96c76a7,d54dd96c76a73d4851538c52f5bfee27df5227f582e8726783fd4a94a90e8e03,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,0.0,1190.0,,1190.0,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,31.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,323,CV-0322-b988ffbf9134,b988ffbf91348b1dbd3d6165b6bdf3bd6871e1b6d2ebe746f1c473bc8357f84a,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,0.0,1190.0,,1190.0,,4000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,70.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,324,CV-0323-856f75825b88,856f75825b88fb7f3329a16c37b927bfb6bf6b697f85cf7e5332929bccad1abd,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,68.95,,0.0333,,0.0,1190.0,,1190.0,,4000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,62.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,325,CV-0324-079fe93d3f90,079fe93d3f908ec2d045fa8096a00136f60a442d8833668c4f81be8c7d2bcc9d,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,137.9,,0.0333,,0.0,1190.0,,1190.0,,4000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,42.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,326,CV-0325-6c653cb874ff,6c653cb874ff8be469202c71745eeda414ed90b666ccc55767751af2a26bf47a,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,0.0,1190.0,,1190.0,,8000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,70.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,327,CV-0326-7d6faae37a0b,7d6faae37a0b97734c1c121371c33292afe0ebe9358a0b2b10c76ce379646b91,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,68.95,,0.0333,,0.0,1190.0,,1190.0,,8000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,61.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,328,CV-0327-eed928b792a0,eed928b792a012ff202f71b45ac4a12a817dcdc5bbf96a9e0ab447728cd5f52d,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,137.9,,0.0333,,0.0,1190.0,,1190.0,,8000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,42.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,329,CV-0328-68b7c41d72e1,68b7c41d72e1885b0cd7956bc6da03c7db94638308e56eb8c17adc1d241618df,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,34.47,,0.0333,,641.0,1190.0,(day unknown),1103.19,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,68.0,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,330,CV-0329-9caa94cbee72,9caa94cbee72d49967752a96389e02760a91111ed226498e545044cd4ab5532c,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,68.95,,0.0333,,641.0,1190.0,(day unknown),1103.19,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,51.75,no,no,True,
cell_viability,1.0.0,Cell viability and extrusion dataset V1 (1).csv,331,CV-0330-cdff4cf028aa,cdff4cf028aab38ef2c44e428bfa53c015da654bde35cf8245dfd25a340c8de3,,False,False,doi:10.1115/1.4024575,ref:yu et al 2013,Yu et al. 2013,10.1115/1.4024575,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4,0.0,0.0,0.0,,0.0,137.9,,0.0333,,641.0,1190.0,(day unknown),1103.19,,2000000.0,,22.0,0.5,no,yes,no,no,no,no,no,no,straight,primary,40.0,no,no,True,
