dataset,validation_design,repeat,assignment_seed,source_id,assigned_fold,source_row_count
filament_diameter,publication_grouped,4,2982755346,ref:mondal singh scirep 2019,3,4.0
filament_diameter,publication_grouped,4,2982755346,ref:kolesky lewis advmat 2014,5,4.0
filament_diameter,publication_grouped,4,2982755346,ref:shim cho jmicromechmicroeng 2012,4,4.0
filament_diameter,publication_grouped,4,2982755346,ref:lim levato advhealthmat 2020,2,4.0
filament_diameter,publication_grouped,4,2982755346,ref:fisch zenobi wong biofab 2021,1,4.0
filament_diameter,publication_grouped,4,2982755346,ref:gao cho advfuncmat 2017,3,4.0
filament_diameter,publication_grouped,4,2982755346,ref:zhao 2014,5,4.0
filament_diameter,publication_grouped,4,2982755346,ref:liu zhang advhealthmat 2017,4,3.0
filament_diameter,publication_grouped,4,2982755346,ref:das ghosh actabiomat 2015,2,3.0
filament_diameter,publication_grouped,4,2982755346,ref:giuseppe 2018,1,3.0
filament_diameter,publication_grouped,4,2982755346,ref:ouyang 2015,4,3.0
filament_diameter,publication_grouped,4,2982755346,ref:chen zhang appmatint 2019,2,3.0
filament_diameter,publication_grouped,4,2982755346,ref:zhang ozbolat biomatsci 2015,1,3.0
filament_diameter,publication_grouped,4,2982755346,ref:li xu 3biotech 2018,3,3.0
filament_diameter,publication_grouped,4,2982755346,ref:chung wallace biomatsci 2013,5,3.0
filament_diameter,publication_grouped,4,2982755346,ref:be22assoni khademhosseini biofab 2014,4,3.0
filament_diameter,publication_grouped,4,2982755346,ref:bociaga rosinska mat 2020,2,3.0
filament_diameter,publication_grouped,4,2982755346,ref:idaszek swieszkowski biofab 2019,1,3.0
filament_diameter,publication_grouped,4,2982755346,ref:akkineni gelinsky biofab 2016,3,2.0
filament_diameter,publication_grouped,4,2982755346,ref:li li acsapplmatinterf 2017,5,2.0
filament_diameter,publication_grouped,4,2982755346,ref:markstedt mantas biomacromol 2015,3,2.0
filament_diameter,publication_grouped,4,2982755346,ref:sanz garcia escobedo lucea polymers 2020,5,2.0
filament_diameter,publication_grouped,4,2982755346,ref:duan butcher jbiomedmatres 2012,4,2.0
filament_diameter,publication_grouped,4,2982755346,ref:gantumar sakai,2,2.0
filament_diameter,publication_grouped,4,2982755346,ref:duin 2019,1,2.0
filament_diameter,publication_grouped,4,2982755346,ref:othman 2020,3,1.0
filament_diameter,publication_grouped,4,2982755346,ref:moncal ozbolat jmatscimatmed 2019,5,1.0
filament_diameter,publication_grouped,4,2982755346,ref:cidonio oreffo biofab 2019,4,1.0
filament_diameter,publication_grouped,4,2982755346,ref:gao ma biomat 2015,2,1.0
filament_diameter,publication_grouped,4,2982755346,ref:dai 2016,1,1.0
filament_diameter,publication_grouped,4,2982755346,ref:yao 2019,3,1.0
filament_diameter,publication_grouped,4,2982755346,ref:sakai nagasuna mattodbio 2020,5,1.0
filament_diameter,publication_grouped,5,1026411584,ref:mistry yang biomacromolj 2018,2,30.0
filament_diameter,publication_grouped,5,1026411584,ref:yu ozbolat jbiomecheng 2013,3,18.0
filament_diameter,publication_grouped,5,1026411584,ref:tigner alge biomacromol 2020,4,12.0
filament_diameter,publication_grouped,5,1026411584,ref:kang jin small 2020,5,12.0
filament_diameter,publication_grouped,5,1026411584,ref:kilian ahlfeld akkineni bioprint 2020,1,12.0
filament_diameter,publication_grouped,5,1026411584,ref:ouyang 2016,4,11.0
filament_diameter,publication_grouped,5,1026411584,ref:ouyang burdick advmat 2017,5,10.0
filament_diameter,publication_grouped,5,1026411584,ref:yin suo appmatint 2018,1,9.0
filament_diameter,publication_grouped,5,1026411584,ref:soltan chen acsbiomat 2019,3,9.0
filament_diameter,publication_grouped,5,1026411584,ref:colosi khademhosseini advmat 2016,1,9.0
filament_diameter,publication_grouped,5,1026411584,ref:jia khademhosseini biomat 2016,5,9.0
filament_diameter,publication_grouped,5,1026411584,ref:li fu scirep 2018,4,8.0
filament_diameter,publication_grouped,5,1026411584,ref:shin burdick actabiomat 2019,3,8.0
filament_diameter,publication_grouped,5,1026411584,ref:ojansivu mustafa biofab 2019,2,6.0
filament_diameter,publication_grouped,5,1026411584,ref:kosik koziol swieszkowski biofab 2019,1,6.0
filament_diameter,publication_grouped,5,1026411584,ref:kolan leu bioprintamer 2019,4,6.0
filament_diameter,publication_grouped,5,1026411584,ref:yang zhao matsciengc 2018,5,6.0
filament_diameter,publication_grouped,5,1026411584,ref:ning chen biofab 2018,3,6.0
filament_diameter,publication_grouped,5,1026411584,ref:fedorovich dhe22 tissueeng 2008,2,5.0
filament_diameter,publication_grouped,5,1026411584,ref:daly kelly biofab 2016,1,4.0
filament_diameter,publication_grouped,5,1026411584,ref:kolesky lewis advmat 2014,4,4.0
filament_diameter,publication_grouped,5,1026411584,ref:soliman lim advhealthmat 2020,5,4.0
filament_diameter,publication_grouped,5,1026411584,ref:gao cho advfuncmat 2017,1,4.0
filament_diameter,publication_grouped,5,1026411584,ref:li zhou addman 2021,2,4.0
filament_diameter,publication_grouped,5,1026411584,ref:fisch zenobi wong biofab 2021,3,4.0
filament_diameter,publication_grouped,5,1026411584,ref:lim levato advhealthmat 2020,4,4.0
filament_diameter,publication_grouped,5,1026411584,ref:mondal singh scirep 2019,5,4.0
filament_diameter,publication_grouped,5,1026411584,ref:zhao 2014,1,4.0
filament_diameter,publication_grouped,5,1026411584,ref:shim cho jmicromechmicroeng 2012,2,4.0
filament_diameter,publication_grouped,5,1026411584,ref:bociaga rosinska mat 2020,3,3.0
filament_diameter,publication_grouped,5,1026411584,ref:ouyang 2015,4,3.0
filament_diameter,publication_grouped,5,1026411584,ref:chung wallace biomatsci 2013,5,3.0
filament_diameter,publication_grouped,5,1026411584,ref:be22assoni khademhosseini biofab 2014,3,3.0
filament_diameter,publication_grouped,5,1026411584,ref:das ghosh actabiomat 2015,4,3.0
filament_diameter,publication_grouped,5,1026411584,ref:giuseppe 2018,5,3.0
filament_diameter,publication_grouped,5,1026411584,ref:li xu 3biotech 2018,1,3.0
filament_diameter,publication_grouped,5,1026411584,ref:liu zhang advhealthmat 2017,2,3.0
filament_diameter,publication_grouped,5,1026411584,ref:chen zhang appmatint 2019,3,3.0
filament_diameter,publication_grouped,5,1026411584,ref:zhang ozbolat biomatsci 2015,4,3.0
filament_diameter,publication_grouped,5,1026411584,ref:idaszek swieszkowski biofab 2019,5,3.0
filament_diameter,publication_grouped,5,1026411584,ref:duan butcher jbiomedmatres 2012,1,2.0
filament_diameter,publication_grouped,5,1026411584,ref:markstedt mantas biomacromol 2015,2,2.0
filament_diameter,publication_grouped,5,1026411584,ref:sanz garcia escobedo lucea polymers 2020,1,2.0
filament_diameter,publication_grouped,5,1026411584,ref:li li acsapplmatinterf 2017,2,2.0
filament_diameter,publication_grouped,5,1026411584,ref:gantumar sakai,3,2.0
filament_diameter,publication_grouped,5,1026411584,ref:akkineni gelinsky biofab 2016,4,2.0
filament_diameter,publication_grouped,5,1026411584,ref:duin 2019,5,2.0
filament_diameter,publication_grouped,5,1026411584,ref:sakai nagasuna mattodbio 2020,1,1.0
filament_diameter,publication_grouped,5,1026411584,ref:gao ma biomat 2015,2,1.0
filament_diameter,publication_grouped,5,1026411584,ref:dai 2016,3,1.0
filament_diameter,publication_grouped,5,1026411584,ref:moncal ozbolat jmatscimatmed 2019,4,1.0
filament_diameter,publication_grouped,5,1026411584,ref:cidonio oreffo biofab 2019,5,1.0
filament_diameter,publication_grouped,5,1026411584,ref:othman 2020,1,1.0
filament_diameter,publication_grouped,5,1026411584,ref:yao 2019,2,1.0
filament_diameter,leave_one_publication_out,1,4032105161,ref:akkineni gelinsky biofab 2016,1,
filament_diameter,leave_one_publication_out,1,4032105161,ref:be22assoni khademhosseini biofab 2014,2,
filament_diameter,leave_one_publication_out,1,4032105161,ref:bociaga rosinska mat 2020,3,
filament_diameter,leave_one_publication_out,1,4032105161,ref:chen zhang appmatint 2019,4,
filament_diameter,leave_one_publication_out,1,4032105161,ref:chung wallace biomatsci 2013,5,
filament_diameter,leave_one_publication_out,1,4032105161,ref:cidonio oreffo biofab 2019,6,
filament_diameter,leave_one_publication_out,1,4032105161,ref:colosi khademhosseini advmat 2016,7,
filament_diameter,leave_one_publication_out,1,4032105161,ref:dai 2016,8,
filament_diameter,leave_one_publication_out,1,4032105161,ref:daly kelly biofab 2016,9,
filament_diameter,leave_one_publication_out,1,4032105161,ref:das ghosh actabiomat 2015,10,
filament_diameter,leave_one_publication_out,1,4032105161,ref:duan butcher jbiomedmatres 2012,11,
filament_diameter,leave_one_publication_out,1,4032105161,ref:duin 2019,12,
filament_diameter,leave_one_publication_out,1,4032105161,ref:fedorovich dhe22 tissueeng 2008,13,
filament_diameter,leave_one_publication_out,1,4032105161,ref:fisch zenobi wong biofab 2021,14,
filament_diameter,leave_one_publication_out,1,4032105161,ref:gantumar sakai,15,
filament_diameter,leave_one_publication_out,1,4032105161,ref:gao cho advfuncmat 2017,16,
filament_diameter,leave_one_publication_out,1,4032105161,ref:gao ma biomat 2015,17,
filament_diameter,leave_one_publication_out,1,4032105161,ref:giuseppe 2018,18,
filament_diameter,leave_one_publication_out,1,4032105161,ref:idaszek swieszkowski biofab 2019,19,
filament_diameter,leave_one_publication_out,1,4032105161,ref:jia khademhosseini biomat 2016,20,
filament_diameter,leave_one_publication_out,1,4032105161,ref:kang jin small 2020,21,
filament_diameter,leave_one_publication_out,1,4032105161,ref:kilian ahlfeld akkineni bioprint 2020,22,
filament_diameter,leave_one_publication_out,1,4032105161,ref:kolan leu bioprintamer 2019,23,
filament_diameter,leave_one_publication_out,1,4032105161,ref:kolesky lewis advmat 2014,24,
filament_diameter,leave_one_publication_out,1,4032105161,ref:kosik koziol swieszkowski biofab 2019,25,
filament_diameter,leave_one_publication_out,1,4032105161,ref:li fu scirep 2018,26,
filament_diameter,leave_one_publication_out,1,4032105161,ref:li li acsapplmatinterf 2017,27,
filament_diameter,leave_one_publication_out,1,4032105161,ref:li xu 3biotech 2018,28,
filament_diameter,leave_one_publication_out,1,4032105161,ref:li zhou addman 2021,29,
filament_diameter,leave_one_publication_out,1,4032105161,ref:lim levato advhealthmat 2020,30,
filament_diameter,leave_one_publication_out,1,4032105161,ref:liu zhang advhealthmat 2017,31,
filament_diameter,leave_one_publication_out,1,4032105161,ref:markstedt mantas biomacromol 2015,32,
filament_diameter,leave_one_publication_out,1,4032105161,ref:mistry yang biomacromolj 2018,33,
filament_diameter,leave_one_publication_out,1,4032105161,ref:moncal ozbolat jmatscimatmed 2019,34,
filament_diameter,leave_one_publication_out,1,4032105161,ref:mondal singh scirep 2019,35,
filament_diameter,leave_one_publication_out,1,4032105161,ref:ning chen biofab 2018,36,
filament_diameter,leave_one_publication_out,1,4032105161,ref:ojansivu mustafa biofab 2019,37,
filament_diameter,leave_one_publication_out,1,4032105161,ref:othman 2020,38,
filament_diameter,leave_one_publication_out,1,4032105161,ref:ouyang 2015,39,
filament_diameter,leave_one_publication_out,1,4032105161,ref:ouyang 2016,40,
filament_diameter,leave_one_publication_out,1,4032105161,ref:ouyang burdick advmat 2017,41,
filament_diameter,leave_one_publication_out,1,4032105161,ref:sakai nagasuna mattodbio 2020,42,
filament_diameter,leave_one_publication_out,1,4032105161,ref:sanz garcia escobedo lucea polymers 2020,43,
filament_diameter,leave_one_publication_out,1,4032105161,ref:shim cho jmicromechmicroeng 2012,44,
filament_diameter,leave_one_publication_out,1,4032105161,ref:shin burdick actabiomat 2019,45,
filament_diameter,leave_one_publication_out,1,4032105161,ref:soliman lim advhealthmat 2020,46,
filament_diameter,leave_one_publication_out,1,4032105161,ref:soltan chen acsbiomat 2019,47,
filament_diameter,leave_one_publication_out,1,4032105161,ref:tigner alge biomacromol 2020,48,
filament_diameter,leave_one_publication_out,1,4032105161,ref:yang zhao matsciengc 2018,49,
filament_diameter,leave_one_publication_out,1,4032105161,ref:yao 2019,50,
filament_diameter,leave_one_publication_out,1,4032105161,ref:yin suo appmatint 2018,51,
filament_diameter,leave_one_publication_out,1,4032105161,ref:yu ozbolat jbiomecheng 2013,52,
filament_diameter,leave_one_publication_out,1,4032105161,ref:zhang ozbolat biomatsci 2015,53,
filament_diameter,leave_one_publication_out,1,4032105161,ref:zhao 2014,54,
