dataset,dataset_code,validation_design,repeat,meta_row_id,meta_primary_source_id,assigned_test_fold,assignment_seed
cell_viability,CV,publication_grouped,2,CV-0332-6ae24236f5c2,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0333-e30e9c9379db,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0334-5728cbf3c34e,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0335-3b9542fe06da,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0336-589c21e0f358,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0337-872bc224047e,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0338-11e8ad02f5e4,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0339-762bc7b1cbbb,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0340-86a607ff4ac4,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0341-24c1369c5bf3,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0342-ef9618761cc7,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0343-f4b3119bbaa8,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0344-e573b2382613,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0345-97ea4da3569e,doi:10.1115/1.4024575,1,869111205
cell_viability,CV,publication_grouped,2,CV-0346-2408eedf8987,doi:10.1088/1758-5082/5/2/025004,4,869111205
cell_viability,CV,publication_grouped,2,CV-0347-a1251008add2,doi:10.1088/1758-5082/5/2/025004,4,869111205
cell_viability,CV,publication_grouped,2,CV-0348-5f6cdf6a3c49,doi:10.1088/1758-5082/5/2/025004,4,869111205
cell_viability,CV,publication_grouped,2,CV-0349-5466635df922,doi:10.1039/c4bm00234b,1,869111205
cell_viability,CV,publication_grouped,2,CV-0350-e7ac120013c3,doi:10.1039/c4bm00234b,1,869111205
cell_viability,CV,publication_grouped,2,CV-0351-f6d077c81bac,doi:10.1039/c4bm00234b,1,869111205
cell_viability,CV,publication_grouped,2,CV-0352-080d5876a158,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0353-dcaea26de856,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0354-1910c4035069,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0355-622856904eea,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0356-c4af011409c2,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0357-fd521ddb0a62,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0358-df7cdc707f3b,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0359-bf5fccf17d22,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0360-ef3f813f8ea1,doi:10.1016/j.biomaterials.2016.07.038,1,869111205
cell_viability,CV,publication_grouped,2,CV-0361-d82fa56f7f55,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0362-bb97104e4b63,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0363-cd2bac16b83c,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0364-d2351acc69ea,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0365-c732ad5cf2fc,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0366-a565d1bcaf4a,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0367-8db2986ccc35,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0368-b73ba7264f71,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0369-b37585ec4385,doi:10.1088/1758-5090/ab2622,3,869111205
cell_viability,CV,publication_grouped,2,CV-0370-834f5fdb87dc,doi:10.1016/j.biomaterials.2015.05.031,2,869111205
cell_viability,CV,publication_grouped,2,CV-0371-914806cf7f87,doi:10.1016/j.biomaterials.2015.05.031,2,869111205
cell_viability,CV,publication_grouped,2,CV-0372-f8852bd69410,doi:10.1016/j.biomaterials.2015.05.031,2,869111205
cell_viability,CV,publication_grouped,2,CV-0373-b332d3923f0b,doi:10.1016/j.biomaterials.2015.05.031,2,869111205
cell_viability,CV,publication_grouped,2,CV-0374-11a44efd8f30,doi:10.1016/j.biomaterials.2015.05.031,2,869111205
cell_viability,CV,publication_grouped,2,CV-0375-faa0dc5bc697,doi:10.1016/j.biomaterials.2015.05.031,2,869111205
cell_viability,CV,publication_grouped,2,CV-0376-ca5d5ae1467c,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0377-c3562b72bd6f,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0378-824e5b61431a,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0379-2be65daeb369,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0380-6ad49a3c69d7,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0381-3d7ed60baa2e,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0382-77857581b265,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0383-8cbfce2c93a8,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0384-06c2252ab061,doi:10.1002/adma.201503310,2,869111205
cell_viability,CV,publication_grouped,2,CV-0385-c8544ae006f8,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0386-27e742960252,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0387-5eaa607e7985,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0388-f72cc8044a66,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0389-4b9649cc8c0d,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0390-5523018cf4e0,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0391-10ba2356a32d,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0392-7e6b12a8b097,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0393-bf35f8a26dbd,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0394-ca7d645bed48,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0395-98ddabc4c454,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0396-eed476a25193,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0397-73ba67c47559,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0398-297bd46b5ff8,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0399-fc12b191a3fa,doi:10.1002/adma.201604983,2,869111205
cell_viability,CV,publication_grouped,2,CV-0400-de63c6b8ec63,doi:10.1088/1758-5090/ab15cb,1,869111205
cell_viability,CV,publication_grouped,2,CV-0401-7b8fdf0120ed,doi:10.1088/1758-5090/ab15cb,1,869111205
cell_viability,CV,publication_grouped,2,CV-0402-0bcfee788f06,doi:10.1088/1758-5090/ab15cb,1,869111205
cell_viability,CV,publication_grouped,2,CV-0403-5985a4092b95,doi:10.1088/1758-5090/ab15cb,1,869111205
cell_viability,CV,publication_grouped,2,CV-0404-6ee8c8820aac,doi:10.1088/1758-5090/ab15cb,1,869111205
cell_viability,CV,publication_grouped,2,CV-0405-e194a555e1e4,doi:10.1088/1758-5090/ab15cb,1,869111205
cell_viability,CV,publication_grouped,2,CV-0406-ec715849b364,doi:10.1088/1758-5090/8/4/045001,4,869111205
cell_viability,CV,publication_grouped,2,CV-0407-03f5bc8ce4fb,doi:10.1088/1758-5090/8/4/045001,4,869111205
cell_viability,CV,publication_grouped,2,CV-0408-faa3d47f264d,doi:10.1088/1758-5090/8/4/045001,4,869111205
cell_viability,CV,publication_grouped,2,CV-0409-847c5293b136,doi:10.1088/1758-5090/8/4/045001,4,869111205
cell_viability,CV,publication_grouped,2,CV-0410-15c0f0f70a03,doi:10.1002/jbm.a.36036,3,869111205
cell_viability,CV,publication_grouped,2,CV-0411-69a708790a67,doi:10.1002/jbm.a.36036,3,869111205
cell_viability,CV,publication_grouped,2,CV-0412-8216f3001703,doi:10.1002/jbm.a.36036,3,869111205
cell_viability,CV,publication_grouped,2,CV-0413-945d95c6e3c0,doi:10.1002/jbm.a.36036,3,869111205
cell_viability,CV,publication_grouped,2,CV-0414-dae1ca2f9397,doi:10.1089/biores.2013.0031,1,869111205
cell_viability,CV,publication_grouped,2,CV-0415-555892014d93,doi:10.1089/biores.2013.0031,1,869111205
cell_viability,CV,publication_grouped,2,CV-0416-c8274a942b6a,doi:10.1089/biores.2013.0031,1,869111205
cell_viability,CV,publication_grouped,2,CV-0417-42b1f0117db6,doi:10.1089/biores.2013.0031,1,869111205
cell_viability,CV,publication_grouped,2,CV-0418-7f8bcf28a899,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0419-be130bc4476a,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0420-163068fd2483,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0421-51cda67469d1,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0422-a19ccf8a7ad9,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0423-50c27ca788a7,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0424-77f178f7fee6,doi:10.1002/adhm.201500677,3,869111205
cell_viability,CV,publication_grouped,2,CV-0427-594cbf58fea9,doi:10.1089/ten.tec.2007.0392,5,869111205
cell_viability,CV,publication_grouped,2,CV-0428-5dee8154e81a,doi:10.1089/ten.tec.2007.0392,5,869111205
cell_viability,CV,publication_grouped,2,CV-0429-712dd0b11421,doi:10.1089/ten.tec.2007.0392,5,869111205
cell_viability,CV,publication_grouped,2,CV-0430-8f4df15cfb86,doi:10.1089/ten.tec.2007.0392,5,869111205
cell_viability,CV,publication_grouped,2,CV-0431-ee4689263145,doi:10.1089/ten.tec.2007.0392,5,869111205
cell_viability,CV,publication_grouped,2,CV-0432-9a20281e77e8,doi:10.1089/ten.tec.2007.0392,5,869111205
cell_viability,CV,publication_grouped,2,CV-0433-742558341279,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0434-f09993afceba,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0435-e0387386d9cf,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0436-855168296d58,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0437-d738fb55dde0,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0438-5d64890945eb,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0439-fb6984afee98,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0440-7b7abb6949ae,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0441-26d56533da7a,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0442-6445a19bc369,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0443-71f6372eb942,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0444-22cda6887515,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0445-79e800059f2f,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0446-7059d563eca8,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0447-318239fd460f,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0448-6f594371f018,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0449-62c62145d33c,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0450-ae0d1c26d5d9,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0451-42b959462707,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0452-2c7a5dbfaf40,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0453-0fbce45a8ac7,doi:10.1089/ten.a.2007.0004,2,869111205
cell_viability,CV,publication_grouped,2,CV-0454-83e5cc63ca3d,doi:10.1088/1758-5090/8/4/045005,1,869111205
cell_viability,CV,publication_grouped,2,CV-0455-a1c14803dc69,doi:10.1002/adhm.201801631,5,869111205
cell_viability,CV,publication_grouped,2,CV-0456-ca30d534cd27,doi:10.1002/adhm.201801631,5,869111205
cell_viability,CV,publication_grouped,2,CV-0457-a7aa3dba7e61,doi:10.1002/adhm.201801631,5,869111205
cell_viability,CV,publication_grouped,2,CV-0458-d8ccd72ab5fd,doi:10.1088/1758-5090/ab7553,3,869111205
cell_viability,CV,publication_grouped,2,CV-0459-47ae16e09fe8,doi:10.1088/1758-5090/ab7553,3,869111205
cell_viability,CV,publication_grouped,2,CV-0460-bab236b561c8,doi:10.1088/1758-5090/ab7553,3,869111205
cell_viability,CV,publication_grouped,2,CV-0461-905d3bc6753c,doi:10.1088/1758-5090/ab7553,3,869111205
cell_viability,CV,publication_grouped,2,CV-0462-85bf30c9030b,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0463-25fb66f2404b,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0464-6f2d61be77ed,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0465-2a8640d2ee6c,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0466-ed3fa9e7f407,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0467-b1642bb33f90,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0468-b29719c98c88,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0469-0c7839f9d91b,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0470-2c4793d998ef,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0471-a661d06ad1d6,doi:10.1088/1758-5090/7/4/044102,2,869111205
cell_viability,CV,publication_grouped,2,CV-0472-439a19c5bb6f,doi:10.1038/s41598-017-17286-1,3,869111205
cell_viability,CV,publication_grouped,2,CV-0473-b20162531145,doi:10.1038/s41598-017-17286-1,3,869111205
cell_viability,CV,publication_grouped,2,CV-0474-7b55530160d0,doi:10.1016/j.jmbbm.2017.12.018,1,869111205
cell_viability,CV,publication_grouped,2,CV-0475-043d05144d76,doi:10.1016/j.jmbbm.2017.12.018,1,869111205
cell_viability,CV,publication_grouped,2,CV-0476-5d50b0b8fe51,doi:10.1016/j.jmbbm.2017.12.018,1,869111205
cell_viability,CV,publication_grouped,2,CV-0477-e7d8d7654926,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0478-c9e54d2405c9,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0479-a45c9e627811,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0480-e1c32371febc,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0481-79452764e43e,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0482-c31348d3c0f4,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0483-0ce53254d33e,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0484-0b3a4211e258,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0485-f02a9d0cdf39,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0486-21b01eb2355d,doi:10.1089/ten.tec.2015.0307,4,869111205
cell_viability,CV,publication_grouped,2,CV-0487-098bb2ca3dec,doi:10.1115/1.3128729,1,869111205
cell_viability,CV,publication_grouped,2,CV-0488-34f9a46103e0,doi:10.1115/1.3128729,1,869111205
cell_viability,CV,publication_grouped,2,CV-0489-0d059cfcd2e0,doi:10.1115/1.3128729,1,869111205
cell_viability,CV,publication_grouped,2,CV-0490-2467610e5882,doi:10.1115/1.3128729,1,869111205
cell_viability,CV,publication_grouped,2,CV-0491-5dc22a376185,doi:10.1002/term.1682,5,869111205
cell_viability,CV,publication_grouped,2,CV-0492-ce75730d91cc,doi:10.1002/term.1682,5,869111205
cell_viability,CV,publication_grouped,2,CV-0493-3426015f2905,doi:10.1002/term.1682,5,869111205
cell_viability,CV,publication_grouped,2,CV-0494-764e72c041e1,doi:10.1002/term.1682,5,869111205
cell_viability,CV,publication_grouped,2,CV-0495-c4977070fd63,doi:10.1007/s00289-020-03421-y,2,869111205
cell_viability,CV,publication_grouped,2,CV-0496-f074ec13346a,doi:10.1088/1758-5090/7/4/044101,2,869111205
cell_viability,CV,publication_grouped,2,CV-0497-593fd19f90e4,doi:10.1088/1758-5090/7/4/044101,2,869111205
cell_viability,CV,publication_grouped,2,CV-0498-3c2255c0777c,doi:10.1088/1758-5090/7/4/044101,2,869111205
cell_viability,CV,publication_grouped,2,CV-0499-550a262d8afd,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0500-c25b91923b49,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0501-2c1c332ae764,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0502-3bb8163ac5fb,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0503-c10d38b56b51,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0504-dce0adb1906d,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0505-e016fd048bea,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0506-9283434de60d,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0507-f46c703a8d1f,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0508-bcbe8732b739,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0509-8ee788469c87,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0510-66648ebc1116,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0511-a36277f693a4,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0512-0e5927ad5cb9,doi:10.1088/1758-5090/8/3/035020,5,869111205
cell_viability,CV,publication_grouped,2,CV-0513-d4ce1dab9a29,doi:10.1088/1758-5090/ab38ef,1,869111205
cell_viability,CV,publication_grouped,2,CV-0514-d9c8a399f63d,doi:10.1088/1758-5082/6/3/035001,3,869111205
cell_viability,CV,publication_grouped,2,CV-0515-6e8922007457,doi:10.1088/1758-5082/6/3/035001,3,869111205
cell_viability,CV,publication_grouped,2,CV-0516-7f5aefbf7ff4,doi:10.1088/1758-5082/6/3/035001,3,869111205
cell_viability,CV,publication_grouped,2,CV-0517-db66c73c8c5f,doi:10.1088/1758-5082/6/3/035001,3,869111205
cell_viability,CV,publication_grouped,2,CV-0518-a37403acd742,doi:10.18063/ijb.v6i1.250,4,869111205
cell_viability,CV,publication_grouped,2,CV-0519-380c601ba698,doi:10.18063/ijb.v6i1.250,4,869111205
cell_viability,CV,publication_grouped,2,CV-0520-686804746cf1,doi:10.3390/ma13194237,2,869111205
cell_viability,CV,publication_grouped,2,CV-0521-18e705f743f5,doi:10.3390/ma13194237,2,869111205
cell_viability,CV,publication_grouped,2,CV-0522-a3b3a22b730b,doi:10.3390/ma13194237,2,869111205
cell_viability,CV,publication_grouped,2,CV-0523-8c19c3e5e458,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0524-e70d3ccb053a,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0525-99e7c1f18399,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0526-b00cfd6f421f,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0527-ff8ad552ff27,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0528-b68981c29d28,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0529-bfcc352a5dc0,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0530-8fd3117eca37,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0531-37741f5a5152,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0532-04a5d7d607c4,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0533-c36c3f5e1b77,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0534-ff184c4b7221,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0535-cf530400a4b4,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0536-17559f9f514a,doi:10.1088/1758-5090/abc39b,3,869111205
cell_viability,CV,publication_grouped,2,CV-0538-dd683e73c318,doi:10.1115/1.4043960,5,869111205
cell_viability,CV,publication_grouped,2,CV-0539-f52482a441c3,doi:10.1115/1.4043960,5,869111205
cell_viability,CV,publication_grouped,2,CV-0540-92bd72d1e925,doi:10.1016/j.addma.2020.101640,4,869111205
cell_viability,CV,publication_grouped,2,CV-0541-ac774f07ce02,doi:10.1016/j.addma.2020.101640,4,869111205
cell_viability,CV,publication_grouped,2,CV-0542-06a2073613dd,doi:10.1016/j.addma.2020.101640,4,869111205
cell_viability,CV,publication_grouped,2,CV-0543-e4b2996c5570,doi:10.1016/j.addma.2020.101640,4,869111205
cell_viability,CV,publication_grouped,2,CV-0544-c2e55958ee7e,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0545-f7f08e38da25,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0546-5cebd82fb35b,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0547-715338a3efff,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0548-5c2a2f25437c,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0549-5fb804bba41b,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0550-0cb33657494d,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0551-b02477ec35e0,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0552-5aa4e4ce2d38,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0553-7aebf5646a6d,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0554-faed3e6fc0fb,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0555-b3170a89a09c,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0556-1d291e1c68d2,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0557-22d66fc9d977,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0558-13dbad416a55,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0559-33ffe3ac31ad,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0560-2171fe2b8aa1,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0561-ead4063bcb59,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0562-bc0333411511,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0563-0b105af374e4,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0564-c9b6563551cd,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0565-f5decaaea83b,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0566-94101e80c79c,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0567-5e75d8017f34,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0568-41b4732c5b4a,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0569-aabe1569cc8d,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0570-93193caf23de,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0571-67b7c0d2dd85,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0572-f8ca1dd68b72,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0573-5e0e0655e9f2,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0574-8dd90283bb23,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0575-8b82059d72f1,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0576-fdd27a62eea1,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0577-2989c7de8719,doi:10.1002/mabi.201600472,3,869111205
cell_viability,CV,publication_grouped,2,CV-0578-5e7970eee093,doi:10.1002/mabi.201600472,3,869111205
